project_id,domain,complexity_level,team_size,duration_months,sprint_length_weeks,num_sprints,total_user_stories,avg_story_points,velocity_per_sprint,tech_stack_difficulty,requirement_volatility_score,actual_effort_hours,actual_cost_usd,risk_level
project_00263,FinTech,Medium,6,4,2,8,15,4.7,22.6,Basic,Low,5323.37,257481.8,Medium
project_00264,SaaS,High,9,8,2,16,26,6.1,43.9,Intermediate,High,32434.65,1842103.83,High
project_00265,Cloud System,Low,4,4,2,8,10,3.9,12.5,Basic,Medium,3083.21,98750.39,Low
project_00266,IoT,Medium,6,6,2,12,15,5.9,28.3,Intermediate,Medium,11373.8,494277.59,Medium
project_00267,SaaS,High,10,6,2,12,30,5.4,43.2,Advanced,High,32112.3,1613096.6,High
project_00268,Healthcare,Low,5,2,2,4,10,3.9,15.6,Basic,Low,1786.31,61396.83,Low
project_00269,AI Platform,Medium,7,5,2,10,19,4.9,27.4,Basic,Medium,9304.46,386034.7,Medium
project_00270,EdTech,High,8,6,2,12,29,7.7,49.3,Advanced,High,25583.79,1527391.32,High
project_00271,FinTech,Low,3,4,2,8,15,3.0,7.2,Basic,Low,2168.52,63426.35,Low
project_00272,Cloud System,Medium,7,8,2,16,19,4.7,26.3,Intermediate,High,19731.32,829253.94,High
project_00273,AI Platform,High,8,8,2,16,27,7.3,46.7,Advanced,High,34481.32,1795480.48,High
project_00274,EdTech,Low,4,2,2,4,13,2.1,6.7,Basic,Low,1447.7,56101.19,Low
project_00275,E-commerce,Medium,5,5,2,10,16,4.6,18.4,Intermediate,Medium,8162.2,371219.64,Medium
project_00276,AI Platform,High,11,6,2,12,22,5.4,47.5,Intermediate,High,29536.76,1600261.14,High
project_00277,Healthcare,Low,3,2,2,4,10,3.7,8.9,Basic,Low,1129.45,32688.34,Low
project_00278,EdTech,Medium,7,7,2,14,15,5.7,31.9,Basic,Medium,11892.45,540165.63,Medium
project_00279,Cloud System,High,12,8,2,16,25,7.9,75.8,Advanced,High,51955.51,2725063.64,High
project_00280,Cloud System,Low,3,4,2,8,15,2.9,7.0,Basic,Medium,2234.16,77319.0,Low
project_00281,Healthcare,Medium,7,6,2,12,18,5.5,30.8,Basic,Medium,10422.43,532461.11,Medium
project_00282,AI Platform,High,8,7,2,14,22,6.9,44.2,Advanced,High,28447.06,1827460.39,High
project_00283,IoT,Low,4,3,2,6,14,3.7,11.8,Basic,Low,2093.62,75687.94,Low
project_00284,Healthcare,Medium,5,4,2,8,17,4.4,17.6,Intermediate,Low,6033.78,237059.89,Medium
project_00285,SaaS,High,9,9,2,18,24,7.5,54.0,Advanced,Medium,37820.49,2156213.98,High
project_00286,E-commerce,Low,4,4,2,8,11,2.3,7.4,Basic,Low,2532.5,85373.4,Low
project_00287,EdTech,Medium,8,7,2,14,15,5.9,37.8,Intermediate,Medium,16961.68,758989.29,Medium
project_00288,Cloud System,High,8,8,2,16,28,7.6,48.6,Advanced,Medium,28931.52,1696554.28,High
project_00289,Cloud System,Low,4,2,2,4,14,2.3,7.4,Basic,Low,1460.61,44241.1,Low
project_00290,Healthcare,Medium,8,7,2,14,15,5.0,32.0,Intermediate,High,19626.76,879340.16,High
project_00291,E-commerce,High,9,7,2,14,29,6.5,46.8,Advanced,High,34796.88,1704466.76,High
project_00292,Cloud System,Low,4,4,2,8,11,3.8,12.2,Basic,Low,2668.66,101838.13,Low
project_00293,FinTech,Medium,7,7,2,14,18,4.2,23.5,Intermediate,Low,14333.94,648745.07,Medium
project_00294,IoT,High,12,11,2,22,27,7.4,71.0,Advanced,High,66890.51,3456257.1,High
project_00295,FinTech,Low,5,2,2,4,15,3.4,13.6,Basic,Low,1772.52,65062.7,Low
project_00296,Healthcare,Medium,8,6,2,12,21,4.0,25.6,Intermediate,Medium,14693.58,633570.3,Medium
project_00297,E-commerce,High,12,9,2,18,21,6.5,62.4,Advanced,High,54532.5,3275447.01,High
project_00298,AI Platform,Low,5,4,2,8,10,2.8,11.2,Basic,Low,3330.97,107752.95,Low
project_00299,FinTech,Medium,7,5,2,10,21,4.0,22.4,Basic,Low,8146.55,332399.85,Medium
project_00300,IoT,High,9,7,2,14,29,6.6,47.5,Advanced,Medium,28142.07,1534567.7,High
project_00301,AI Platform,Low,3,3,2,6,14,3.0,7.2,Basic,Low,1668.48,60721.52,Low
project_00302,Cloud System,Medium,5,7,2,14,21,4.8,19.2,Basic,Medium,8791.14,383965.62,Medium
project_00303,Healthcare,High,9,12,2,24,26,5.7,41.0,Advanced,High,53488.87,2776410.59,High
project_00304,Cloud System,Low,5,2,2,4,13,3.1,12.4,Basic,Low,1759.61,60880.55,Low
project_00305,IoT,Medium,7,5,2,10,18,4.8,26.9,Basic,Low,7699.29,324457.02,Medium
project_00306,Healthcare,High,9,7,2,14,30,6.8,49.0,Intermediate,Medium,23820.24,1447507.7,High
project_00307,AI Platform,Low,4,3,2,6,15,3.7,11.8,Basic,Low,2110.89,77171.04,Low
project_00308,IoT,Medium,7,7,2,14,19,4.3,24.1,Basic,Low,10777.95,494778.28,Medium
project_00309,SaaS,High,12,12,2,24,23,5.7,54.7,Intermediate,High,59707.97,3334214.19,High
project_00310,FinTech,Low,4,2,2,4,14,2.7,8.6,Basic,Low,1374.05,52843.55,Low
project_00311,FinTech,Medium,5,7,2,14,19,4.3,17.2,Intermediate,Low,9725.23,439980.56,Medium
project_00312,E-commerce,High,10,7,2,14,26,5.6,44.8,Intermediate,Medium,27675.12,1311623.77,High
project_00313,E-commerce,Low,4,4,2,8,14,3.1,9.9,Basic,Medium,2993.86,117591.79,Low
project_00314,E-commerce,Medium,8,8,2,16,18,5.1,32.6,Intermediate,Medium,20389.06,981155.51,Medium
project_00315,Cloud System,High,12,6,2,12,27,7.0,67.2,Advanced,Medium,32057.92,1732208.2,High
project_00316,Cloud System,Low,5,4,2,8,15,3.5,14.0,Basic,Low,3250.58,127754.44,Low
project_00317,AI Platform,Medium,7,4,2,8,17,5.2,29.1,Intermediate,Low,7974.41,356938.16,Medium
project_00318,EdTech,High,11,6,2,12,30,6.6,58.1,Advanced,High,36090.49,1971512.74,High
project_00319,SaaS,Low,4,4,2,8,11,3.7,11.8,Basic,Low,2682.82,90544.45,Low
project_00320,SaaS,Medium,8,7,2,14,19,4.3,27.5,Basic,High,14914.77,748241.65,High
project_00321,SaaS,High,12,7,2,14,30,6.2,59.5,Advanced,High,42109.32,2434718.24,High
project_00322,EdTech,Low,4,3,2,6,10,2.2,7.0,Basic,Medium,2225.52,67763.62,Low
project_00323,EdTech,Medium,7,6,2,12,21,4.3,24.1,Basic,Medium,9997.82,464536.42,Medium
project_00324,Cloud System,High,11,11,2,22,29,7.1,62.5,Intermediate,Medium,45970.25,2458988.95,High
project_00325,AI Platform,Low,4,4,2,8,10,3.6,11.5,Basic,Medium,3049.51,105841.22,Low
project_00326,AI Platform,Medium,5,6,2,12,19,5.1,20.4,Intermediate,High,10653.49,481798.55,High
project_00327,Cloud System,High,11,7,2,14,28,5.6,49.3,Advanced,Medium,33712.49,1903416.17,High
project_00328,Healthcare,Low,4,2,2,4,14,3.4,10.9,Basic,Medium,1695.45,50543.61,Low
project_00329,EdTech,Medium,8,5,2,10,17,4.8,30.7,Intermediate,Medium,12369.32,480867.43,Medium
project_00330,EdTech,High,11,8,2,16,29,7.4,65.1,Intermediate,Medium,34242.92,1773494.9,High
project_00331,AI Platform,Low,5,2,2,4,10,3.9,15.6,Basic,Low,1728.0,54581.11,Low
project_00332,FinTech,Medium,8,4,2,8,18,4.5,28.8,Intermediate,Low,9340.19,370571.0,Medium
project_00333,Healthcare,High,10,6,2,12,28,7.7,61.6,Advanced,High,33523.05,1959839.07,High
project_00334,IoT,Low,5,3,2,6,12,2.8,11.2,Basic,Low,2462.58,100050.66,Low
project_00335,Healthcare,Medium,8,8,2,16,18,4.2,26.9,Intermediate,Medium,19246.12,986361.2,Medium
project_00336,IoT,High,9,10,2,20,22,6.0,43.2,Advanced,Medium,40609.35,2364484.82,High
project_00337,AI Platform,Low,4,2,2,4,11,2.4,7.7,Basic,Low,1391.86,52879.13,Low
project_00338,FinTech,Medium,5,7,2,14,17,4.2,16.8,Basic,Medium,9154.12,382031.82,Medium
project_00339,E-commerce,High,11,10,2,20,22,5.3,46.6,Intermediate,Medium,40370.47,2178414.61,High
project_00340,SaaS,Low,5,3,2,6,15,3.2,12.8,Basic,Medium,2893.19,101245.0,Low
project_00341,AI Platform,Medium,6,7,2,14,15,5.6,26.9,Intermediate,Medium,12443.67,621979.17,Medium
project_00342,FinTech,High,12,11,2,22,29,7.5,72.0,Advanced,Medium,58039.22,3673738.14,High
project_00343,E-commerce,Low,3,3,2,6,11,2.8,6.7,Basic,Low,1555.96,51079.78,Low
project_00344,Healthcare,Medium,8,8,2,16,15,5.2,33.3,Basic,High,17558.97,694551.84,High
project_00345,SaaS,High,12,6,2,12,21,7.4,71.0,Advanced,High,39187.96,1794489.75,High
project_00346,IoT,Low,3,4,2,8,10,2.3,5.5,Basic,Medium,2258.28,91888.72,Low
project_00347,FinTech,Medium,6,8,2,16,22,4.7,22.6,Intermediate,Medium,14879.56,730937.25,Medium
project_00348,FinTech,High,9,10,2,20,29,7.7,55.4,Intermediate,High,38131.37,2048628.5,High
project_00349,EdTech,Low,3,2,2,4,10,3.6,8.6,Basic,Low,1089.02,35400.48,Low
project_00350,IoT,Medium,5,4,2,8,18,4.0,16.0,Intermediate,Medium,6568.75,328744.17,Medium
project_00351,EdTech,High,9,6,2,12,30,7.8,56.2,Advanced,High,30100.3,1547196.83,High
project_00352,Healthcare,Low,5,4,2,8,15,2.0,8.0,Basic,Low,3342.86,121451.21,Low
project_00353,Healthcare,Medium,8,7,2,14,15,4.8,30.7,Basic,Medium,13775.92,697150.11,Medium
project_00354,E-commerce,High,12,6,2,12,21,7.4,71.0,Advanced,Medium,31490.81,1734111.01,High
project_00355,EdTech,Low,3,2,2,4,14,2.9,7.0,Basic,Low,1125.56,39066.25,Low
project_00356,E-commerce,Medium,5,4,2,8,15,4.9,19.6,Intermediate,High,7187.61,289367.86,High
project_00357,IoT,High,11,10,2,20,28,7.2,63.4,Intermediate,High,49615.3,2705054.23,High
project_00358,SaaS,Low,5,4,2,8,10,3.6,14.4,Basic,Low,3487.15,138007.25,Low
project_00359,IoT,Medium,5,6,2,12,21,4.2,16.8,Intermediate,Low,8704.83,429027.95,Medium
project_00360,SaaS,High,12,9,2,18,26,6.6,63.4,Advanced,High,55190.62,3221874.68,High
project_00361,Cloud System,Low,5,3,2,6,10,2.7,10.8,Basic,Low,2446.43,76768.01,Low
project_00362,FinTech,Medium,7,8,2,16,15,5.1,28.6,Intermediate,Low,15576.53,764805.01,Medium
project_00363,FinTech,High,12,11,2,22,22,5.2,49.9,Advanced,High,65062.75,4173369.5,High
project_00364,E-commerce,Low,4,3,2,6,12,2.3,7.4,Basic,Low,2104.55,67235.53,Low
project_00365,IoT,Medium,6,5,2,10,16,4.3,20.6,Intermediate,Medium,9701.76,464224.49,Medium
project_00366,Cloud System,High,9,11,2,22,26,7.4,53.3,Intermediate,High,41006.59,2546141.47,High
project_00367,EdTech,Low,3,4,2,8,12,3.3,7.9,Basic,Medium,2283.79,81541.93,Low
project_00368,E-commerce,Medium,5,8,2,16,16,5.4,21.6,Intermediate,High,13925.36,662413.43,High
project_00369,IoT,High,12,10,2,20,28,7.3,70.1,Advanced,High,64983.86,3076061.69,High
project_00370,E-commerce,Low,3,4,2,8,15,3.2,7.7,Basic,Medium,2364.26,93015.54,Low
project_00371,AI Platform,Medium,7,6,2,12,21,4.9,27.4,Basic,Medium,10790.62,422958.8,Medium
project_00372,IoT,High,12,10,2,20,28,7.7,73.9,Advanced,Medium,57323.6,3037009.45,High
project_00373,IoT,Low,3,3,2,6,12,2.4,5.8,Basic,Low,1551.71,56104.84,Low
project_00374,AI Platform,Medium,8,6,2,12,15,4.9,31.4,Basic,Medium,12273.03,531547.46,Medium
project_00375,Healthcare,High,10,7,2,14,26,5.2,41.6,Intermediate,High,31622.3,1682050.85,High
project_00376,FinTech,Low,3,3,2,6,12,2.4,5.8,Basic,Medium,1668.98,58996.33,Low
project_00377,AI Platform,Medium,5,7,2,14,22,5.9,23.6,Intermediate,Low,10273.47,446216.57,Medium
project_00378,FinTech,High,11,8,2,16,29,6.1,53.7,Intermediate,Medium,33273.19,1784514.56,High
project_00379,EdTech,Low,5,3,2,6,14,3.2,12.8,Basic,Low,2542.88,104787.39,Low
project_00380,AI Platform,Medium,6,4,2,8,15,4.8,23.0,Intermediate,High,9009.22,407497.96,High
project_00381,AI Platform,High,9,6,2,12,30,7.3,52.6,Advanced,High,29470.85,1696202.39,High
project_00382,Healthcare,Low,5,4,2,8,13,3.4,13.6,Basic,Medium,3563.84,120109.94,Low
project_00383,AI Platform,Medium,7,4,2,8,16,6.0,33.6,Basic,Medium,7206.26,324086.18,Medium
project_00384,EdTech,High,8,8,2,16,22,5.7,36.5,Intermediate,Medium,24365.2,1442048.87,High
project_00385,EdTech,Low,3,2,2,4,12,2.5,6.0,Basic,Medium,1161.38,42574.81,Low
project_00386,E-commerce,Medium,8,7,2,14,21,6.0,38.4,Intermediate,Medium,17020.43,786657.67,Medium
project_00387,Healthcare,High,12,10,2,20,30,6.1,58.6,Intermediate,Medium,46599.95,2611527.28,High
project_00388,SaaS,Low,5,2,2,4,12,2.4,9.6,Basic,Low,1684.86,64391.16,Low
project_00389,Cloud System,Medium,8,5,2,10,22,4.5,28.8,Intermediate,Low,11635.25,472839.19,Medium
project_00390,E-commerce,High,8,8,2,16,20,6.9,44.2,Intermediate,High,28700.36,1635740.16,High
project_00391,Cloud System,Low,3,3,2,6,11,3.4,8.2,Basic,Medium,1817.32,59549.68,Low
project_00392,Cloud System,Medium,8,4,2,8,15,5.1,32.6,Intermediate,Low,9054.82,412995.87,Medium
project_00393,E-commerce,High,8,12,2,24,29,5.9,37.8,Intermediate,High,42069.12,2355281.82,High
project_00394,AI Platform,Low,4,3,2,6,14,2.1,6.7,Basic,Low,2070.14,79159.36,Low
project_00395,Healthcare,Medium,6,6,2,12,16,5.9,28.3,Intermediate,Medium,11313.17,565559.83,Medium
project_00396,IoT,High,10,8,2,16,23,5.1,40.8,Advanced,High,41372.69,2311427.54,High
project_00397,EdTech,Low,4,2,2,4,10,3.2,10.2,Basic,Low,1417.16,56620.53,Low
project_00398,IoT,Medium,7,5,2,10,16,5.7,31.9,Intermediate,Medium,11205.87,547569.37,Medium
project_00399,AI Platform,High,12,9,2,18,22,6.8,65.3,Advanced,High,58012.3,3338307.12,High
project_00400,EdTech,Low,5,3,2,6,12,3.7,14.8,Basic,Low,2602.06,88140.63,Low
project_00401,FinTech,Medium,5,5,2,10,18,4.6,18.4,Intermediate,Medium,7804.96,329457.5,Medium
project_00402,FinTech,High,11,12,2,24,25,7.2,63.4,Intermediate,Medium,49650.15,2487747.15,High
project_00403,SaaS,Low,4,2,2,4,14,3.6,11.5,Basic,Low,1513.85,47889.89,Low
project_00404,AI Platform,Medium,5,8,2,16,20,4.8,19.2,Intermediate,Medium,13115.22,606784.98,Medium
project_00405,Healthcare,High,11,6,2,12,22,5.5,48.4,Advanced,High,33312.42,1975395.05,High
project_00406,SaaS,Low,5,4,2,8,11,2.8,11.2,Basic,Medium,3531.22,138766.24,Low
project_00407,Healthcare,Medium,7,7,2,14,18,4.1,23.0,Intermediate,Medium,15349.89,657044.01,Medium
project_00408,FinTech,High,8,12,2,24,22,7.3,46.7,Advanced,High,50313.14,2722484.04,High
project_00409,FinTech,Low,3,4,2,8,11,3.4,8.2,Basic,Low,2003.18,76406.62,Low
project_00410,Healthcare,Medium,5,4,2,8,18,5.8,23.2,Intermediate,High,7774.48,296648.62,High
project_00411,FinTech,High,12,7,2,14,28,6.8,65.3,Advanced,High,45956.12,2471105.85,High
project_00412,SaaS,Low,3,2,2,4,14,2.3,5.5,Basic,Medium,1186.87,41092.86,Low
project_00413,Cloud System,Medium,7,5,2,10,15,4.9,27.4,Intermediate,High,12578.54,511086.82,High
project_00414,E-commerce,High,10,8,2,16,25,5.0,40.0,Advanced,Medium,36262.73,2028853.91,High
project_00415,AI Platform,Low,5,3,2,6,15,2.8,11.2,Basic,Medium,2903.49,108262.33,Low
project_00416,SaaS,Medium,7,5,2,10,15,4.8,26.9,Intermediate,Medium,10993.68,564766.39,Medium
project_00417,EdTech,High,12,9,2,18,25,5.5,52.8,Intermediate,High,43697.64,2481297.98,High
project_00418,Healthcare,Low,4,2,2,4,10,2.7,8.6,Basic,Low,1406.98,48314.07,Low
project_00419,EdTech,Medium,5,6,2,12,18,5.0,20.0,Intermediate,Low,8380.8,357275.91,Medium
project_00420,Healthcare,High,10,9,2,18,30,6.4,51.2,Advanced,High,46909.88,2819040.0,High
project_00421,AI Platform,Low,5,2,2,4,14,3.5,14.0,Basic,Medium,1905.16,59927.3,Low
project_00422,Healthcare,Medium,5,8,2,16,18,5.2,20.8,Intermediate,Low,11907.86,492456.81,Medium
project_00423,SaaS,High,9,11,2,22,25,6.0,43.2,Intermediate,High,42697.88,2343747.0,High
project_00424,AI Platform,Low,3,2,2,4,13,2.6,6.2,Basic,Low,1107.62,44025.21,Low
project_00425,IoT,Medium,7,4,2,8,20,5.9,33.0,Basic,Medium,7388.18,330845.51,Medium
project_00426,AI Platform,High,12,11,2,22,27,5.4,51.8,Advanced,Medium,61381.11,3068054.08,High
project_00427,E-commerce,Low,5,4,2,8,12,2.9,11.6,Basic,Low,3425.34,96065.13,Low
project_00428,FinTech,Medium,7,4,2,8,22,5.7,31.9,Basic,Medium,7223.84,329709.92,Medium
project_00429,E-commerce,High,8,12,2,24,27,5.6,35.8,Advanced,Medium,44675.48,2290390.32,High
project_00430,Cloud System,Low,4,2,2,4,13,3.2,10.2,Basic,Low,1434.93,53813.61,Low
project_00431,SaaS,Medium,8,6,2,12,22,5.1,32.6,Intermediate,High,17084.29,742946.53,High
project_00432,E-commerce,High,9,6,2,12,22,5.6,40.3,Advanced,High,28939.9,1665485.36,High
project_00433,AI Platform,Low,4,4,2,8,10,3.9,12.5,Basic,Medium,3136.97,101192.06,Low
project_00434,SaaS,Medium,5,4,2,8,20,4.4,17.6,Basic,Medium,5026.79,228615.34,Medium
project_00435,Cloud System,High,8,6,2,12,24,5.3,33.9,Advanced,Medium,22427.8,1287803.26,High
project_00436,EdTech,Low,5,3,2,6,12,2.8,11.2,Basic,Low,2485.1,97388.7,Low
project_00437,Cloud System,Medium,6,7,2,14,22,6.0,28.8,Intermediate,High,15600.02,732749.48,High
project_00438,AI Platform,High,9,8,2,16,24,6.7,48.2,Intermediate,Medium,28036.58,1610574.45,High
project_00439,IoT,Low,3,3,2,6,14,3.5,8.4,Basic,Medium,1857.87,60012.45,Low
project_00440,IoT,Medium,6,6,2,12,15,5.4,25.9,Intermediate,Low,10045.91,492899.46,Medium
project_00441,FinTech,High,9,7,2,14,30,6.8,49.0,Advanced,High,32871.19,2016536.6,High
project_00442,FinTech,Low,4,2,2,4,10,3.0,9.6,Basic,Low,1380.96,47204.93,Low
project_00443,Healthcare,Medium,8,7,2,14,20,5.5,35.2,Intermediate,High,19638.33,958988.02,High
project_00444,EdTech,High,11,6,2,12,22,5.9,51.9,Advanced,High,35450.5,1948061.6,High
project_00445,SaaS,Low,3,3,2,6,13,2.9,7.0,Basic,Low,1615.09,47299.79,Low
project_00446,AI Platform,Medium,7,5,2,10,19,4.0,22.4,Basic,Medium,8835.57,401779.66,Medium
project_00447,Cloud System,High,10,11,2,22,27,6.3,50.4,Intermediate,High,45547.42,2473953.57,High
project_00448,Cloud System,Low,3,4,2,8,12,3.6,8.6,Basic,Low,2179.84,79151.04,Low
project_00449,IoT,Medium,5,5,2,10,21,5.4,21.6,Intermediate,High,9698.75,434424.27,High
project_00450,EdTech,High,9,7,2,14,22,5.0,36.0,Intermediate,Medium,22771.12,1318279.64,High
project_00451,FinTech,Low,3,2,2,4,11,2.5,6.0,Basic,Low,1024.55,36249.56,Low
project_00452,Cloud System,Medium,7,5,2,10,21,4.5,25.2,Basic,Medium,9223.86,414242.89,Medium
project_00453,Healthcare,High,12,10,2,20,23,7.1,68.2,Advanced,High,60323.47,3714874.27,High
project_00454,Cloud System,Low,3,4,2,8,14,3.6,8.6,Basic,Low,2061.5,72086.32,Low
project_00455,IoT,Medium,8,5,2,10,22,4.1,26.2,Intermediate,High,14857.97,592832.14,High
project_00456,FinTech,High,11,8,2,16,23,7.1,62.5,Advanced,High,45911.04,2221690.9,High
project_00457,Healthcare,Low,5,4,2,8,13,2.0,8.0,Basic,Low,3302.15,128201.69,Low
project_00458,E-commerce,Medium,7,7,2,14,17,4.4,24.6,Intermediate,Medium,14371.23,641958.74,Medium
project_00459,AI Platform,High,11,8,2,16,26,7.5,66.0,Intermediate,High,39287.94,2229887.78,High
project_00460,SaaS,Low,3,4,2,8,10,3.5,8.4,Basic,Low,2061.46,71031.5,Low
project_00461,Cloud System,Medium,5,6,2,12,21,5.5,22.0,Basic,High,8828.82,411953.08,High
project_00462,SaaS,High,12,11,2,22,20,5.3,50.9,Advanced,High,66108.85,3562534.83,High
project_00463,FinTech,Low,5,4,2,8,10,2.7,10.8,Basic,Low,3398.87,125293.5,Low
project_00464,AI Platform,Medium,5,4,2,8,22,4.3,17.2,Intermediate,Medium,6432.41,333722.32,Medium
project_00465,FinTech,High,10,7,2,14,30,7.6,60.8,Intermediate,High,31493.44,1824314.32,High
project_00466,FinTech,Low,4,4,2,8,12,3.1,9.9,Basic,Low,2805.05,109269.88,Low
project_00467,Cloud System,Medium,8,8,2,16,22,5.4,34.6,Intermediate,Medium,20448.98,827221.55,Medium
project_00468,Cloud System,High,9,6,2,12,29,6.8,49.0,Advanced,High,29670.22,1522443.64,High
project_00469,AI Platform,Low,4,2,2,4,10,2.1,6.7,Basic,Low,1383.42,45648.86,Low
project_00470,SaaS,Medium,7,7,2,14,19,5.1,28.6,Basic,Medium,11638.45,562714.44,Medium
project_00471,SaaS,High,12,9,2,18,30,6.1,58.6,Advanced,High,55158.3,2893219.39,High
project_00472,Cloud System,Low,4,3,2,6,10,3.0,9.6,Basic,Medium,2302.81,90495.38,Low
project_00473,FinTech,Medium,8,5,2,10,17,5.3,33.9,Basic,High,11971.96,473759.04,High
project_00474,E-commerce,High,9,11,2,22,26,5.2,37.4,Advanced,High,50039.41,2621798.95,High
project_00475,FinTech,Low,4,2,2,4,10,3.2,10.2,Basic,Medium,1491.97,55610.98,Low
project_00476,EdTech,Medium,7,6,2,12,20,4.8,26.9,Intermediate,Medium,13314.87,653722.14,Medium
project_00477,E-commerce,High,10,10,2,20,27,6.7,53.6,Advanced,Medium,44629.52,2289532.82,High
project_00478,FinTech,Low,3,2,2,4,14,2.7,6.5,Basic,Low,1076.71,37167.27,Low
project_00479,FinTech,Medium,5,8,2,16,16,4.5,18.0,Basic,Low,8747.91,409798.43,Medium
project_00480,EdTech,High,9,7,2,14,26,8.0,57.6,Advanced,Medium,29686.42,1751090.53,High
project_00481,EdTech,Low,5,3,2,6,11,3.6,14.4,Basic,Medium,2852.03,115359.37,Low
project_00482,AI Platform,Medium,7,4,2,8,19,5.2,29.1,Intermediate,Medium,8974.43,388879.17,Medium
project_00483,Cloud System,High,8,12,2,24,28,7.3,46.7,Advanced,Medium,42408.48,2589581.21,High
project_00484,IoT,Low,4,3,2,6,12,3.8,12.2,Basic,Low,2200.39,63573.56,Low
project_00485,EdTech,Medium,8,8,2,16,21,4.0,25.6,Basic,Medium,16282.16,774517.23,Medium
project_00486,IoT,High,12,8,2,16,28,5.0,48.0,Advanced,Medium,42709.13,2432194.44,High
project_00487,FinTech,Low,5,3,2,6,15,3.0,12.0,Basic,Low,2658.94,93233.49,Low
project_00488,FinTech,Medium,7,5,2,10,21,5.6,31.4,Intermediate,Medium,11323.12,514125.34,Medium
project_00489,E-commerce,High,11,11,2,22,23,6.4,56.3,Intermediate,High,50506.84,2900900.79,High
project_00490,FinTech,Low,3,3,2,6,11,3.2,7.7,Basic,Low,1597.67,52110.82,Low
project_00491,EdTech,Medium,5,6,2,12,20,4.7,18.8,Basic,Medium,7997.71,336408.77,Medium
project_00492,SaaS,High,10,8,2,16,26,6.5,52.0,Advanced,High,42002.0,2440147.14,High
project_00493,E-commerce,Low,4,2,2,4,12,2.6,8.3,Basic,Low,1434.16,53435.45,Low
project_00494,E-commerce,Medium,7,8,2,16,18,5.4,30.2,Intermediate,Medium,18214.84,705022.81,Medium
project_00495,E-commerce,High,8,7,2,14,27,7.9,50.6,Advanced,Medium,26684.97,1592338.45,High
project_00496,AI Platform,Low,3,2,2,4,15,3.6,8.6,Basic,Low,1202.11,34976.33,Low
project_00497,Healthcare,Medium,6,4,2,8,19,4.0,19.2,Intermediate,Medium,7688.87,324343.12,Medium
project_00498,E-commerce,High,11,11,2,22,28,7.0,61.6,Intermediate,Medium,47173.15,2721773.4,High
project_00499,E-commerce,Low,4,3,2,6,11,3.3,10.6,Basic,Low,2114.59,83906.52,Low
project_00500,IoT,Medium,7,6,2,12,22,4.9,27.4,Basic,Medium,10632.27,449589.2,Medium
project_00501,SaaS,High,11,9,2,18,25,7.0,61.6,Advanced,Medium,45925.09,2554225.14,High
project_00502,Healthcare,Low,3,3,2,6,14,3.3,7.9,Basic,Medium,1703.14,58923.29,Low
project_00503,FinTech,Medium,8,6,2,12,20,5.5,35.2,Basic,Medium,12009.98,568170.1,Medium
project_00504,EdTech,High,9,8,2,16,24,5.6,40.3,Advanced,High,37888.08,2111816.06,High
project_00505,FinTech,Low,3,2,2,4,12,2.4,5.8,Basic,Low,1072.84,34510.35,Low
project_00506,Healthcare,Medium,6,8,2,16,22,5.7,27.4,Intermediate,Medium,15163.67,640636.27,Medium
project_00507,SaaS,High,8,6,2,12,22,6.9,44.2,Advanced,High,24523.26,1497140.47,High
project_00508,IoT,Low,5,4,2,8,13,3.7,14.8,Basic,Low,3460.4,102580.29,Low
project_00509,SaaS,Medium,8,6,2,12,17,5.1,32.6,Intermediate,Medium,14561.4,573056.57,Medium
project_00510,SaaS,High,8,10,2,20,24,7.7,49.3,Advanced,High,40115.93,2159265.41,High
project_00511,FinTech,Low,5,4,2,8,10,3.7,14.8,Basic,Medium,3707.27,139426.2,Low
project_00512,E-commerce,Medium,6,6,2,12,18,5.3,25.4,Intermediate,Medium,11654.44,483727.16,Medium
project_00513,Cloud System,High,12,12,2,24,26,5.0,48.0,Advanced,Medium,61329.05,3614807.27,High
project_00514,EdTech,Low,5,2,2,4,14,2.1,8.4,Basic,Medium,1950.07,67905.34,Low
project_00515,AI Platform,Medium,7,8,2,16,19,4.0,22.4,Intermediate,Medium,16827.71,747197.12,Medium
